adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/4MCKNAc6AbWjEsM2h9Xc29owo4z.jpg,"[28, 53, 18]",866398,en,The Beekeeper,One man’s campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,723.331,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,2024-01-10,The Beekeeper,False,7.26,1151
False,/cnqwv5Uz3UW5f086IWbQKr3ksJr.jpg,"[28, 12, 14]",572802,en,Aquaman and the Lost Kingdom,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",723.507,/7lTnXOy0iNtBAdRP3TZvaKJ77F6.jpg,2023-12-20,Aquaman and the Lost Kingdom,False,6.912,1685
False,/ehumsuIBbgAe1hg343oszCLrAfI.jpg,"[16, 10751, 14, 12]",1022796,en,Wish,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",738.649,/nesuSdJakNkf0zs7OfoasB6Clxf.jpg,2023-11-13,Wish,False,6.647,737
False,/8GnWDLn2AhnmkQ7hlQ9NJUYobSS.jpg,"[18, 878, 28]",695721,en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",769.463,/mBaXZ95R2OxueZhvQbcEWy2DqyO.jpg,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,False,7.203,1757
False,/gg4zZoTggZmpAQ32qIrP5dtnkEZ.jpg,"[28, 80, 53]",891699,en,Silent Night,"A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.",664.146,/nJCP1ZNTPKlZ7S0Kv3gbmuraAT4.jpg,2023-11-30,Silent Night,False,6.326,469
False,/sRLC052ieEzkQs9dEtPMfFxYkej.jpg,"[878, 18, 28]",848326,en,Rebel Moon - Part One: A Child of Fire,"When a peaceful colony on the edge of the galaxy finds itself threatened by the armies of the tyrannical Regent Balisarius, they dispatch Kora, a young woman with a mysterious past, to seek out warriors from neighboring planets to help them take a stand.",651.587,/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,2023-12-15,Rebel Moon - Part One: A Child of Fire,False,6.407,1453
False,/zLj0peaxy5y2SlC6wNIQ4V0pfqg.jpg,"[16, 10751, 35, 14]",1139829,en,Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",639.619,/N2ddXhBX5kqwA9flbm2yqFtX6b.jpg,2024-02-02,Orion and the Dark,False,6.699,214
False,/yl2GfeCaPoxChcGyM5p7vYp1CKS.jpg,"[28, 35, 10749]",848187,en,Role Play,Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,640.235,/7MhXiTmTl16LwXNPbWCmqxj7UxH.jpg,2024-01-04,Role Play,False,6.022,347
False,/47SVqaO02doJ06tOmrjiWDkwU3T.jpg,"[28, 53]",927107,en,The Bricklayer,"Someone is blackmailing the CIA by assassinating foreign journalists and making it look like the agency is responsible. As the world begins to unite against the U.S., the CIA must lure its most brilliant – and rebellious – operative out of retirement, forcing him to confront his checkered past while unraveling an international conspiracy.",590.628,/36pYugctLa70NmwMEgXTR1G31Kq.jpg,2023-12-14,The Bricklayer,False,6.115,113
False,/nTPFkLUARmo1bYHfkfdNpRKgEOs.jpg,"[35, 10749]",1072790,en,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",558.259,/yRt7MGBElkLQOYRvLTT1b3B1rcp.jpg,2023-12-21,Anyone But You,False,6.926,432
False,/zIYROrkHJPYB3VTiW1L9QVgaQO.jpg,"[28, 35]",897087,en,Freelance,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",521.515,/7Bd4EUOqQDKZXA6Od5gkfzRNb0.jpg,2023-10-05,Freelance,False,6.56,557
False,/6OnoMgGFuZ921eV8v8yEyXoag19.jpg,"[28, 53]",1211957,en,The Painter,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind in a high-stakes game of survival.",550.668,/UZ0ydgbXtnrq8xZCI5lHVXVcH9.jpg,2024-01-05,The Painter,False,6.793,75
False,/f1AQhx6ZfGhPZFTVKgxG91PhEYc.jpg,"[36, 10752, 28, 18]",753342,en,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",541.899,/vcZWJGvB5xydWuUO1vaTLI82tGi.jpg,2023-11-22,Napoleon,False,6.515,1670
False,/bQS43HSLZzMjZkcHJz4fGc7fNdz.jpg,"[878, 10749, 35]",792307,en,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a debauched lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",621.231,/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,2023-12-07,Poor Things,False,8.123,1195
False,/acpFrSmVLnTNAIuHxnZArkC3dwU.jpg,"[16, 28, 12, 10751, 14]",598387,en,The Tiger's Apprentice,"After the death of his grandmother, Tom Lee discovers he is part of a long lineage of magical protectors known as the Guardians. With guidance from a mythical tiger named Hu and the other Zodiac animal warriors, Tom trains to take on an evil force that threatens humanity.",509.178,/iiid1xMhoAcW83VJ9LdAqf4Vtbr.jpg,2024-02-02,The Tiger's Apprentice,False,7.243,70
False,/pRmF6VBsRnvWCbLB9P80UvZFMyK.jpg,"[10749, 35]",1014590,en,Upgraded,"Ana is an ambitious intern dreaming of a career in the art world while trying to impress her demanding boss Claire. When she's upgraded to first class on a work trip, she meets handsome Will, who mistakes Ana for her boss– a white lie that sets off a glamorous chain of events, romance and opportunity, until her fib threatens to surface.",694.281,/9xn7y63VIpUsIVzSP9fYrqJHyl9.jpg,2024-02-07,Upgraded,False,7.388,250
False,/1BFLsVxE1NzCIwicfOPtzzB4Kxh.jpg,"[80, 53, 28]",982940,en,Due Justice,An attorney with a military past hunts down the gang who killed his wife and took his daughter.,497.097,/35Uef7fz9ctYbJLXbJBCqvtttEQ.jpg,2023-11-24,Due Justice,False,6.579,38
False,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,"[28, 12, 53]",299054,en,Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",455.727,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,2023-09-15,Expend4bles,False,6.367,1151
False,/1ZSKH5GGFlM8M32K34GMdaNS2Ew.jpg,"[10402, 18]",802219,en,Bob Marley: One Love,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,441.067,/1lQftpEARVVB9op4TaYiIbactzG.jpg,2024-02-14,Bob Marley: One Love,False,6.7,45
False,/fm6KqXpk3M2HVveHwCrBSSBaO0V.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,395.573,/ptpr0kGAckfQkJeJIt8st5dglvd.jpg,2023-07-19,Oppenheimer,False,8.119,6696
False,/hIeEpk2w1dnC9ly9ZJwwbunH2Cx.jpg,"[16, 35, 18, 10751]",838240,es,Robot Dreams,"Dog lives in Manhattan and he's tired of being alone. One day he decides to build himself a robot, a companion. Their friendship blossoms, until they become inseparable, to the rhythm of 80's NYC. One summer night, Dog, with great sadness, is forced to abandon Robot at the beach. Will they ever meet again?",396.007,/qLtK6DFeuJNuB3THGVDklirhQ8u.jpg,2023-10-20,Robot Dreams,False,7.0,50
False,/kjQBrc00fB2RjHZB3PGR4w9ibpz.jpg,"[28, 12, 878]",670292,en,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",375.862,/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,2023-09-27,The Creator,False,7.127,2208
False,/a0GM57AnJtNi7lMOCamniiyV10W.jpg,"[16, 12, 14]",508883,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",357.078,/jDQPkgzerGophKRRn7MKm071vCU.jpg,2023-07-14,The Boy and the Heron,False,7.452,952
False,/tj7mp7uWjVw5N73G5Hwm1bkMOcD.jpg,"[28, 10752]",975902,en,Boudica,"Inspired by events in A.D. 60, Boudica follows the eponymous Celtic warrior who rules the Iceni people alongside her husband Prasutagus. When he dies at the hands of Roman soldiers, Boudica’s kingdom is left without a male heir and the Romans seize her land and property.  Driven to the edge of madness and determined to avenge her husband’s death, Boudica rallies the various tribes from the region and wages an epic war against the mighty Roman empire.",368.938,/adMcxfUonnm9RvPImGHy25wYUks.jpg,2023-10-26,Boudica,False,5.826,118
False,/pW1sEV4R2GL99OoUq73Pvf7r7Ce.jpg,"[16, 35, 18]",24238,en,Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",384.033,/b4LKlquh0ls5Rgb27QLPlkC7Oya.jpg,2009-02-09,Mary and Max,False,7.851,1844
False,/nbq3LfgLXnL5ixZ1Q74jTJmhmTS.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"Third entry in the ""Deadpool"" franchise. Plot TBA.",280.997,/uxBHXaoOvAwy4NpPpP7nNx2rXYQ.jpg,2024-07-24,Deadpool & Wolverine,False,0.0,0
False,/su7FqHdZez0oOvpZAbV7P6BGq0R.jpg,"[28, 80, 18, 53]",939335,en,Muzzle,"LAPD K-9 officer Jake Rosser has just witnessed the shocking murder of his dedicated partner by a mysterious assailant. As he investigates the shooter’s identity, he uncovers a vast conspiracy that has a chokehold on the city in this thrilling journey through the tangled streets of Los Angeles and the corrupt bureaucracy of the LAPD.",344.848,/qXChf7MFL36BgoLkiB3BzXiwW82.jpg,2023-09-29,Muzzle,False,6.474,170
False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,"[28, 12, 878]",667538,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",343.979,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,Transformers: Rise of the Beasts,False,7.362,4031
False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",317.024,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.401,2263
False,/yKAg8z8T1iXeYA0Io3E4u9mchdt.jpg,"[28, 878, 12]",823464,en,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",330.728,/bQ2ywkchIiaKLSEaMrcT6e29f91.jpg,2024-03-27,Godzilla x Kong: The New Empire,False,0.0,0
False,/iiXliCeykkzmJ0Eg9RYJ7F2CWSz.jpg,"[28, 53, 80]",762430,en,Retribution,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks- all with his kids trapped in the back seat.",296.06,/oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg,2023-08-23,Retribution,False,6.79,934
False,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,"[28, 80, 53]",385687,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",294.228,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,False,7.148,4859
False,/7FKaeoJnCaXIzU30E98BpVAmYJM.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",280.198,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,7.755,5576
False,/vdpE5pjJVql5aD6pnzRqlFmgxXf.jpg,"[18, 36]",906126,es,La sociedad de la nieve,"On October 13, 1972, Uruguayan Air Force Flight 571, chartered to take a rugby team to Chile, crashes into a glacier in the heart of the Andes.",288.435,/2e853FDVSIso600RqAMunPxiZjq.jpg,2023-12-13,Society of the Snow,False,8.085,1913
False,/7Bl98JC4kGe62ORuFIsFtWtcIA2.jpg,[27],517764,en,The Farm,A young couple gets kidnapped and treated like farm animals after stopping at a roadside diner to eat meat.,271.715,/7nPMR3QU5vl7cEmB1LE6O6yliCg.jpg,2019-04-19,The Farm,False,5.319,282
False,/wcEGMvOzCPjPABa4jbTDF2UOx53.jpg,"[53, 878, 28]",937249,en,57 Seconds,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",282.306,/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,2023-09-29,57 Seconds,False,5.964,293
